faction,ability_id,name,flags,text
"orks","firing-deck-20","Firing Deck 20","","unit gains firing deck (20) / Scope: self. Duration: permanent."
"orks","firing-deck-22","Firing Deck 22","","unit gains firing deck (22) / Scope: self. Duration: permanent."
"orks","firing-deck-6","Firing Deck 6","","unit gains firing deck (6) / Scope: self. Duration: permanent."
"orks","fix-dat-armour-up","Fix Dat Armour Up","paren_plural","If attached to a unit: /   -> return 1 model(s) to unit with full wounds / Scope: unit. Duration: permanent."
"orks","fortification","Fortification","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","fuel-mixa-grot","Fuel-mixa Grot","","+6 M for unit / Scope: unit. Duration: phase."
"orks","full-throttle","Full Throttle","","unit gains charge after advance / Scope: unit. Duration: permanent."
"orks","furious-barrage","Furious Barrage","","If during the shooting phase: /   -> re-roll hit rolls (all failures) for unit / Scope: unit. Duration: permanent."
"orks","gargantuan","Gargantuan","","self gains move over terrain / Scope: unit. Duration: permanent."
"orks","get-da-good-bitz","Get Da Good Bitz","placeholder","modify OC of unit by ? / Scope: unit. Duration: permanent."
"orks","ghazghkull-s-waaagh-banner-aura","Ghazghkull’s Waaagh! Banner (Aura)","","unit's weapons gain Lethal Hits / Scope: aura 12. Duration: permanent."
"orks","grot-assistant","Grot Assistant","","unit gains once per battle special / Scope: unit. Duration: one use."
"orks","grot-oiler","Grot Oiler","paren_plural","return d3 model(s) to self with full wounds / Scope: unit. Duration: one use."
"orks","grot-orderly","Grot Orderly","paren_plural","If the unit is below starting strength and attached to a unit: /   -> return d3 model(s) to unit with full wounds / Scope: unit. Duration: one use."
"orks","grot-riggers","Grot Riggers","paren_plural","return 1 model(s) to self with full wounds / Scope: unit. Duration: permanent."
"orks","gun-crazy-show-offs","Gun-crazy Show-offs","","If at targets closest eligible with snazzgun: /   -> set A to 4 for self / Scope: self. Duration: phase."
"orks","has-yoo-been-a-good-little-grot-this-year","Has Yoo Been a Good Little Grot This Year?","placeholder","If during the shooting phase: /   -> refund ? CP / Scope: unit. Duration: one use."
"orks","hold-still-and-say-aargh","Hold Still and Say ‘Aargh!’","","deal d6 mortal wounds to defender / Scope: unit. Duration: permanent."
"orks","impending-crunch","Impending Crunch","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","impervious","Impervious","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","infiltrators","Infiltrators","","unit gains infiltrate / Scope: unit. Duration: one use."
"orks","interceptor","Interceptor","","If during the shooting phase and the target has ""A"": /   -> +1 to hit rolls for unit / Scope: unit. Duration: permanent."
"orks","know-wotz","Know-wotz","","self gains lone operative / Scope: aura 6. Duration: permanent."
"orks","krumpin-time","Krumpin’ Time","","unit gains Feel No Pain 5+ / Scope: unit. Duration: permanent."
"orks","kunnin-infiltrator","Kunnin’ Infiltrator","","unit gains once per battle special / Scope: unit. Duration: one use."
"orks","kustom-force-field","Kustom Force Field","","If during the shooting phase and attached to a unit: /   -> self gains a 4+ invulnerable save / Scope: unit. Duration: permanent."
"orks","leader","Leader","","unit gains leader / Scope: attached. Duration: permanent."
"orks","lone-operative","Lone Operative","","self: cannot be targeted unless closest or within 12 / Scope: self. Duration: permanent."
"orks","mekaniak","Mekaniak","","+1 to hit rolls for unit / Scope: aura 6. Duration: permanent."
"orks","mekanised-brutality","Mekanised Brutality","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","might-is-right","Might is Right","","If during the fight phase and attached to a unit: /   -> +1 to hit rolls for unit / Scope: unit. Duration: permanent."
"orks","monster-hunters","Monster Hunters","","re-roll hit rolls (all failures) for unit / Scope: unit. Duration: permanent."
"orks","more-dakka","More Dakka","","If during the shooting phase and attached to a unit: /   -> re-roll hit rolls (ones) for unit / Scope: unit. Duration: permanent."
"orks","mount-up-ladz","Mount Up, Ladz","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","on-da-hunt","On Da Hunt","","+1 A for unit / Scope: unit. Duration: permanent."
"orks","one-last-kill","One Last Kill","","If during the fight phase and attached to a unit: /   -> self fights on death / Scope: unit. Duration: permanent."
"orks","outflank","Outflank","","If at arrives from strategic reserves: /   -> unit gains outflank set up in opponent deployment zone / Scope: unit. Duration: battle."
"orks","patrol-squad","Patrol Squad","","unit gains combat squads / Scope: unit. Duration: permanent."
"orks","piston-driven-brutality","Piston-driven Brutality","","deal d3 mortal wounds to defender / Scope: unit. Duration: permanent."
"orks","prophet-of-da-great-waaagh","Prophet of Da Great Waaagh!","","If during the fight phase and attached to a unit: /   -> +1 to hit rolls for unit /   -> +1 to wound rolls for unit / Scope: unit. Duration: permanent."
"orks","pulsa-rokkit","Pulsa Rokkit","","If during the shooting phase: /   -> +-1 AP for unit / Scope: unit. Duration: phase."
"orks","pyromaniaks","Pyromaniaks","","If during the shooting phase: /   -> re-roll wound rolls (ones) for unit / Scope: aura 6. Duration: permanent."
"orks","ramshackle-but-rugged","Ramshackle but Rugged","","-1 AP for attacker / Scope: unit. Duration: permanent."
"orks","ramshackle-cover","Ramshackle Cover","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","red-skull-kommandos","Red Skull Kommandos","","If attached to a unit: /   -> unit gains benefit of cover / Scope: unit. Duration: permanent."
"orks","rivetin-dakka","Rivetin’ Dakka","","If during the shooting phase: /   -> -1 to hit rolls for attacker / Scope: unit. Duration: permanent."
"orks","roar-of-mork-psychic","Roar of Mork (Psychic)","","deal d3 mortal wounds to defender / Scope: aura custom (18""). Duration: permanent."
"orks","rollin-deff-da-gobshot-thunderbuss","Da Gobshot Thunderbuss","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","rollin-deff-dead-shiny-shootas","Dead Shiny Shootas","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","rollin-deff-long-uncontrolled-bursts","Long, Uncontrolled Bursts","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","rollin-deff-speshul-shells","Speshul Shells","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","rolling-fortress","Rolling Fortress","","If during the shooting phase: /   -> unit gains benefit of cover / Scope: unit. Duration: permanent."
"orks","run-em-down","Run ’em Down","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","runnin-boots","Runnin’ Boots","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","runtherd","Runtherd","","set T to 2 for self / Scope: unit. Duration: permanent."
"orks","sawbonez","Sawbonez","paren_plural","return 3 model(s) to self with full wounds / Scope: aura 6. Duration: permanent."
"orks","shokk-boosta","Shokk-boosta","","unit gains re roll advance characteristic rolls / If at making normal advance or fallback move: /   -> unit gains through terrain and models /   -> unit gains pass through engagement range no end /   -> unit gains desperate escape auto pass / Scope: unit. Duration: battle."
"orks","shokk-tunnel","Shokk Tunnel","","If at selected to advance: /   If not (an enemy unit is within 9""): /     -> self can deep strike /     -> self gains counts as advanced this turn / Scope: self. Duration: turn."
"orks","shooty-power-trip","Shooty Power Trip","","+1 A for unit / +1 S for unit / deal d3 mortal wounds to defender / Scope: unit. Duration: phase."
"orks","shoutin-pole-aura","Shoutin’ Pole (Aura)","","If the target has ""orks"": /   -> +1 Ld for friendly within aura / Scope: aura 6. Duration: battle."
"orks","single-minded-predator","Single-minded Predator","placeholder","refund ? CP / Scope: unit. Duration: permanent."
"orks","small-bomms","Small Bomms","","deal 1 mortal wounds to defender / Scope: unit. Duration: permanent."
"orks","sneaky-gitz","Sneaky Gitz","","self: fire overwatch / Scope: unit. Duration: battle."
"orks","special-dose","Special Dose","","+6 M for unit / Scope: unit. Duration: permanent."
"orks","speed-freeks","SPEED FREEKS","","If attached to a unit: /   -> unit gains attached unit eligibility / Scope: unit. Duration: permanent."
"orks","speedboss","Speedboss","","If during the fight phase and attached to a unit: /   -> +1 to hit rolls for unit / Scope: unit. Duration: permanent."
"orks","spirit-of-gork-psychic","Spirit of Gork (Psychic)","","If during the fight phase: /   -> +1 S for unit /   -> unit's weapons gain Lethal Hits /   -> deal d3 mortal wounds to defender / Scope: aura 12. Duration: phase."
"orks","splat","Splat!","","If during the shooting phase and the target has ""A"": /   -> re-roll hit rolls (ones) for unit / Scope: unit. Duration: permanent."
"orks","squig-mine","Squig Mine","","deal d6 mortal wounds to defender / Scope: aura 6. Duration: one use."
"orks","stealth","Stealth","","-1 to hit rolls for attacker / Scope: unit. Duration: permanent."
"orks","stompin-forward","Stompin’ Forward","","self gains move over terrain / Scope: unit. Duration: permanent."
"orks","strafing-run","Strafing Run","","If during the shooting phase and the target has ""A"": /   -> +1 to hit rolls for unit / Scope: unit. Duration: permanent."
"orks","super-runts","Super Runts","","If attached to a unit: /   -> +1 to hit rolls for unit /   -> +1 to wound rolls for unit / Scope: unit. Duration: permanent."
"orks","supercharged-squig-oil","Supercharged Squig Oil","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","supreme-commander","Supreme Commander","","self: must be warlord / Scope: unit. Duration: permanent."
"orks","tank-hunters","Tank Hunters","","If during the shooting phase: /   -> +1 to hit rolls for unit /   -> +1 to wound rolls for unit / Scope: unit. Duration: permanent."
"orks","targetin-gizmos","Targetin’ Gizmos","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","thievin-scavengers","Thievin’ Scavengers","","gain 1 CP / Scope: unit. Duration: permanent."
"orks","thundering-stampede","Thundering Stampede","","If the model is leading a unit: /   -> +1 to charge rolls for unit / Scope: unit. Duration: battle."
"orks","thundering-wagons","Thundering Wagons","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","trophy-hunters","Trophy Hunters","","re-roll charge rolls (all failures) for unit / Scope: unit. Duration: permanent."
"orks","tuff-git","Tuff Git","","modify stats for unit / Scope: unit. Duration: permanent."
"orks","unstable-oracle","Unstable Oracle","","If attached to a unit: /   -> +2 A for unit / Scope: unit. Duration: permanent."
"orks","waaagh","Waaagh!","","+1 S for unit / +1 A for unit / Scope: any on battlefield. Duration: until next command phase."
"orks","waaagh-effigy-aura","Waaagh! Effigy (Aura)","","If the unit has ""ORKS"": /   -> +1 Leadership for friendly within aura / Scope: aura 12. Duration: battle."
"orks","waaagh-energy","Waaagh! Energy","","If attached to a unit: /   -> +1 S for unit /   -> +1 D for unit / Scope: unit. Duration: permanent."
"orks","walking-bastion","Walking Bastion","","If during the shooting phase: /   -> ignore engagement penalty hit rolls for self / Scope: unit. Duration: permanent."
"orks","wild-ride","Wild Ride","","ignore modifiers all rolls for unit / Scope: unit. Duration: permanent."
"orks","yooz-in-trouble-now","Yooz in Trouble Now","","modify stats for unit / Scope: unit. Duration: permanent."
"tau-empire","advanced-armour","Advanced Armour","","unit gains Feel No Pain 4+ / Scope: unit. Duration: permanent."
"tau-empire","advanced-guardian-drone","Advanced Guardian Drone","","If during the shooting phase: /   -> -1 to wound rolls for unit / Scope: unit. Duration: permanent."
"tau-empire","advanced-scouting","Advanced Scouting","","If during the shooting phase: /   -> re-roll hit rolls (all failures) for unit / Scope: unit. Duration: turn."
"tau-empire","aggressive-deployment","Aggressive Deployment","","If during the shooting phase: /   -> re-roll wound rolls (all failures) for unit / Scope: unit. Duration: phase."
"tau-empire","agile-combatant","Agile Combatant","","unit can fall back and act / Scope: unit. Duration: permanent."
